gene	deathrate	p.value	q.value	SD	low-confidence interval	upper-confidence interval	tag
SNA3	0.001375475	0.00942829	0.02775066	0.000336137	0.000511407	0.002239543	up
YLR404W	0.00137662	0.020340603	0.040894266	0.000410996	0.00032012	0.002433119	up
YOR271C	0.001376778	0.006292142	0.023137801	0.000304705	0.000593509	0.002160048	down
RAD2	0.001376921	0.043248006	0.060456548	0.00051168	6.16E-05	0.002692237	down
RHO2	0.001378143	0.24091868	0.172237043	0.0010361	-0.001285237	0.004041523	up
TRK1	0.001379224	0.052900072	0.067761551	0.000546391	-2.53E-05	0.002783767	down
YLR271W	0.001379872	0.01192872	0.031198265	0.000357854	0.000459979	0.002299765	up
YBL010C	0.001382515	0.121564203	0.110212162	0.000742251	-0.000525501	0.003290531	down
YNL046W	0.001385224	0.569206612	0.2952227	0.002275051	-0.004462981	0.007233428	down
POA1	0.001385374	0.002784492	0.01610532	0.00025334	0.000734143	0.002036605	up
RCY1	0.001385558	0.192789092	0.148534924	0.00092095	-0.000981819	0.003752934	up
YOL098C	0.001386176	0.031696832	0.050957046	0.000469075	0.000180381	0.002591971	up
YLR046C	0.001389439	5.54E-05	0.00472849	0.00011006	0.001106522	0.001672357	down
FCY22	0.001389759	0.089802471	0.092453744	0.000661926	-0.000311776	0.003091294	down
RPN4	0.001391228	0.000418554	0.008126039	0.000167956	0.000959484	0.001822972	down
IDH2	0.00139147	0.26831281	0.183932119	0.00111768	-0.001481619	0.004264559	up
ECM2	0.00139264	0.016777167	0.037625415	0.00039475	0.000377903	0.002407378	up
HAL1	0.001393986	0.161344886	0.132148619	0.000848539	-0.000787253	0.003575225	down
ZRG17	0.001394778	0.006154301	0.022991098	0.000307047	0.000605488	0.002184068	up
OST5	0.001396579	0.483853061	0.267919339	0.001847902	-0.003353604	0.006146761	up
YPR153W	0.001401333	0.090459305	0.092853348	0.000669269	-0.000319078	0.003121744	down
YHR151C	0.001405619	0.022386676	0.043368812	0.000430857	0.000298065	0.002513173	up
GET3	0.00140747	0.024693753	0.045446667	0.000443387	0.000267709	0.002547232	up
REI1	0.001408583	0.426328703	0.247333388	0.001627461	-0.002774939	0.005592104	up
PEX14	0.001411413	0.001781422	0.013862047	0.000233369	0.000811519	0.002011306	down
SET6	0.001411794	0.067174724	0.077640797	0.000605807	-0.000145481	0.002969069	up
YJL103C	0.001412107	0.107308486	0.10270607	0.000720518	-0.000440043	0.003264256	up
YJR111C	0.001412134	0.0010275	0.011232942	0.000206806	0.000880523	0.001943744	up
YPT6	0.001414266	0.150138429	0.126352904	0.000832584	-0.000725959	0.00355449	down
SMM1	0.001414848	0.029643625	0.049461279	0.000469537	0.000207866	0.002621831	down
SHR5	0.001415225	0.056106397	0.070146094	0.000571546	-5.40E-05	0.002884431	down
YMR245W	0.001417118	0.026452076	0.046810652	0.000455183	0.000247033	0.002587203	up
GAS2	0.00141983	0.000224255	0.006073812	0.000150271	0.001033545	0.001806115	down
NHP6B	0.001420483	0.043793633	0.060817194	0.000529931	5.83E-05	0.002782714	down
ERP4	0.001420548	0.002025138	0.014472897	0.000241716	0.000799198	0.002041897	up
YHR003C	0.001422169	0.002667293	0.015884072	0.000257532	0.00076016	0.002084177	down
SNT309	0.001422815	0.079602725	0.085712172	0.000648234	-0.000243524	0.003089153	down
YJL211C	0.001423541	0.013582477	0.033583504	0.00038173	0.000442273	0.002404809	down
YOR022C	0.001423746	0.003268818	0.017019461	0.000270104	0.000729421	0.002118071	up
GID7	0.001425326	0.008982669	0.02708849	0.000344145	0.000540673	0.002309978	up
RTT103	0.00142843	0.001524905	0.013610483	0.000228158	0.000841931	0.002014929	down
YKU70	0.001429688	0.120893549	0.109958308	0.000765807	-0.000538882	0.003398258	up
YMR294W-A	0.001432228	0.122272519	0.110708548	0.000770812	-0.000549207	0.003413662	up
PHO88	0.001432665	0.066686019	0.077363911	0.000613218	-0.000143663	0.003008993	down
MRP8	0.001435433	0.000207178	0.006073812	0.000149424	0.001051327	0.001819539	down
YJR111C	0.001438199	0.005850145	0.022546054	0.000312778	0.000634178	0.00224222	down
UTR1	0.001438373	0.000549322	0.008840572	0.000184007	0.000965369	0.001911377	down
YDL242W	0.001439525	0.070200549	0.079830125	0.000627216	-0.000172786	0.003051836	down
GND1	0.001442153	0.332479711	0.210928122	0.001344577	-0.002014192	0.004898498	down
YOR291W	0.001442608	0.06551834	0.076576965	0.000613742	-0.000135065	0.003020281	up
SPO21	0.001443038	0.223988234	0.164004335	0.00104013	-0.001230702	0.004116778	up
STE24	0.001443233	0.071841508	0.080791661	0.000633938	-0.000186356	0.003072821	down
SIZ1	0.001446865	0.025006596	0.045679623	0.000457413	0.000271047	0.002622682	up
SAP155	0.001447973	0.023765231	0.044506405	0.000451275	0.000287932	0.002608013	up
ALG8	0.001451124	0.000976809	0.011158721	0.000210185	0.000910826	0.001991422	down
YEA4	0.00145217	0.267945127	0.183892796	0.001165418	-0.001543631	0.004447972	up
RFM1	0.001452216	0.067161166	0.077640797	0.000623108	-0.000149535	0.003053967	down
HMF1	0.001453512	0.148294707	0.125401672	0.000850887	-0.000733762	0.003640787	up
HAA1	0.001456103	0.046797893	0.063466144	0.000554644	3.03E-05	0.00288186	down
JNM1	0.001457942	0.18584526	0.145130153	0.000951021	-0.000986735	0.003902619	up
CSN12	0.001458549	0.004371601	0.019240347	0.000296043	0.000697548	0.002219551	down
RPS8A	0.001460068	0.003757661	0.017819007	0.000286067	0.000724709	0.002195427	down
IMG2	0.001460341	0.380256721	0.229243111	0.001518113	-0.002442093	0.005362775	up
BUD30	0.001463793	0.164967935	0.134249998	0.000900476	-0.000850954	0.003778541	down
RHO5	0.001464283	0.527473899	0.281820267	0.002157534	-0.004081835	0.007010401	up
CUE1	0.001466062	0.318929879	0.205714225	0.001325094	-0.001940201	0.004872325	down
VPS35	0.001467191	0.047011879	0.063603233	0.000559673	2.85E-05	0.002905877	up
DOC1	0.001467267	0.631124803	0.31221236	0.002871513	-0.005914193	0.008848727	up
BSD2	0.001468833	0.024148214	0.044868146	0.000459827	0.000286808	0.002650857	down
YOL125W	0.00147069	0.212436069	0.157926845	0.001029316	-0.001175251	0.004116631	down
IRR1	0.001473527	0.693519066	0.332063099	0.00352798	-0.007595435	0.010542489	up
OSH2	0.00147427	0.132601622	0.117014117	0.000821302	-0.000636954	0.003585494	up
YMR316C-B	0.001477337	0.137761818	0.119914765	0.000836829	-0.000673801	0.003628475	up
FMP21	0.001477393	0.183614604	0.143866816	0.000957843	-0.00098482	0.003939606	up
SRB2	0.0014849	0.139185681	0.120409976	0.000844933	-0.000687069	0.003656869	up
YMR075C-A	0.001487487	0.169598481	0.13668696	0.000927307	-0.000896231	0.003871206	down
YOR223W	0.001488264	0.10260861	0.100286422	0.000746043	-0.0004295	0.003406028	down
RPL34B	0.00149049	0.003715139	0.017798547	0.000291257	0.00074179	0.002239191	down
YHR162W	0.001492443	0.133647086	0.117578382	0.00083426	-0.000652092	0.003636977	up
ISW2	0.001492639	0.08440097	0.088874252	0.000694723	-0.000293204	0.003278482	down
RSA3	0.00149283	0.087463457	0.090885934	0.000704039	-0.00031696	0.00330262	up
MAK3	0.001495281	0.099058951	0.098456906	0.000739337	-0.000405247	0.003395808	down
STP3	0.001495743	0.009534682	0.027917946	0.000366554	0.000553486	0.002438001	down
ACK1	0.001499351	0.232790086	0.168651625	0.001104804	-0.001340638	0.004339339	up
DOC1	0.001500409	0.351042804	0.21842477	0.001459395	-0.002251085	0.005251903	down
PEX4	0.001500526	0.016970311	0.037824622	0.000426629	0.000403841	0.002597211	down
NNF2	0.001502155	0.113520339	0.105881246	0.000784036	-0.000513275	0.003517585	up
MSS18	0.001502339	0.001784351	0.013862047	0.000248494	0.000863565	0.002141113	down
ARC18	0.001505676	0.077156795	0.084072173	0.000678322	-0.000238007	0.00324936	up
YCR051W	0.001505716	0.572487842	0.296128561	0.002494852	-0.004907504	0.007918936	up
YKU80	0.001506071	0.077705599	0.084342546	0.000680228	-0.000242509	0.003254652	up
YKL131W	0.001507127	0.027705371	0.047707721	0.000490524	0.000246195	0.002768059	up
MNI2	0.00150815	0.005775376	0.02246399	0.000326982	0.000667616	0.002348684	down
YGR125W	0.00150882	0.120264103	0.109807791	0.000806439	-0.000564197	0.003581836	up
ATC1	0.001510588	0.326253209	0.208669891	0.001388461	-0.002058565	0.005079741	down
YBR090C	0.001510873	0.054963016	0.069418093	0.000606061	-4.71E-05	0.003068804	up
YCR022C	0.001514041	0.528729186	0.282212309	0.002237945	-0.004238781	0.007266863	up
YGR205W	0.001515849	0.267882172	0.183892796	0.00121634	-0.001610852	0.004642551	up
TMS1	0.001517626	0.008697542	0.026629376	0.00036351	0.000583194	0.002452058	down
TOM7	0.001519696	0.001541337	0.013610483	0.000243313	0.00089424	0.002145151	up
CYS4	0.00152065	0.064576867	0.075919302	0.000643751	-0.000134165	0.003175466	up
DLT1	0.001523499	0.194756624	0.149651291	0.001017985	-0.001093316	0.004140313	up
YOL087C	0.001525562	0.116730274	0.107768938	0.000805389	-0.000544758	0.003595881	up
YHM2	0.001525685	0.015704545	0.036313487	0.000424957	0.000433299	0.00261807	up
YDR417C	0.001525711	0.04285002	0.06026909	0.000565348	7.24E-05	0.002978985	down
SGA1	0.001526654	0.031915267	0.051107537	0.000517652	0.000195987	0.00285732	up
FBP1	0.001527349	0.007203543	0.024271252	0.000349289	0.000629473	0.002425225	down
RFM1	0.001528739	0.446539392	0.254527892	0.001851322	-0.003230235	0.006287714	up
PMP3	0.001529093	0.465573557	0.261290378	0.001936697	-0.003449345	0.006507532	up
BSD2	0.001530088	0.040062376	0.058439533	0.000555346	0.000102524	0.002957651	up
COG1	0.001530271	0.069138749	0.079172148	0.000663227	-0.000174608	0.00323515	down
MET17	0.001530322	0.08954952	0.092260767	0.000728104	-0.000341328	0.003401972	down
MEH1	0.001531319	0.045873422	0.062695368	0.000579637	4.13E-05	0.003021323	up
CCC1	0.001533028	0.21269963	0.15793802	0.001073673	-0.001226938	0.004292993	down
SET6	0.001536255	0.003856759	0.018106041	0.000302821	0.000757829	0.00231468	down
BUD13	0.001538481	0.166843272	0.135161605	0.000951556	-0.000907572	0.003984534	up
HDA3	0.001539374	0.050594114	0.066408334	0.000601118	-5.85E-06	0.003084596	up
SDP1	0.001540922	0.357010611	0.22098501	0.001519305	-0.002364576	0.005446419	up
TOM70	0.001541999	0.010861759	0.029675209	0.00039048	0.000538239	0.00254576	down
PEX8	0.001543274	0.067413456	0.077808316	0.000663036	-0.000161114	0.003247662	up
RAD4	0.001543363	0.001692746	0.013845086	0.000252299	0.000894808	0.002191919	down
YGL250W	0.001543604	0.003370581	0.017345855	0.000294919	0.00078549	0.002301718	down
YLR169W	0.001544543	0.275811119	0.186553088	0.001262877	-0.001701786	0.004790873	up
PEX8	0.001544732	0.008771396	0.026797242	0.000370779	0.000591615	0.002497849	down
ATG29	0.001544964	0.171926207	0.137853006	0.000969534	-0.000947303	0.00403723	up
BUD16	0.001551355	0.328952818	0.209587513	0.001434771	-0.002136841	0.005239551	up
EDE1	0.00155261	0.272770484	0.185437386	0.001260377	-0.001687293	0.004792513	up
HNT2	0.001556165	0.006725895	0.023593201	0.000349997	0.000656468	0.002455862	up
YMR245W	0.001561121	0.00047716	0.008145781	0.000193794	0.001062958	0.002059285	down
AMD2	0.001562322	0.124683204	0.112062748	0.000847756	-0.000616905	0.003741549	up
MDH1	0.001568602	0.19607805	0.150246991	0.001051824	-0.001135198	0.004272403	up
YCL042W	0.001569122	0.365199832	0.224261197	0.001576218	-0.002482675	0.005620919	up
FIG4	0.001570741	0.000199614	0.006073812	0.000162242	0.001153685	0.001987797	down
UGA2	0.001571366	0.133554705	0.117578382	0.000878114	-0.000685898	0.00382863	down
PYC1	0.001576767	0.012078268	0.031351626	0.000410222	0.000522258	0.002631276	down
CAJ1	0.001580951	0.12094005	0.109958308	0.000846967	-0.000596246	0.003758149	up
TPO2	0.0015848	0.049377072	0.065392866	0.000614045	6.35E-06	0.003163253	down
NRG1	0.001588539	0.121050538	0.109959184	0.000851356	-0.00059994	0.003777018	up
GSG1	0.001589469	0.003693423	0.017798547	0.000310176	0.000792135	0.002386803	down
AZF1	0.001592485	0.035407943	0.054222248	0.00055682	0.000161134	0.003023836	up
SXM1	0.001592591	0.226638099	0.165428544	0.001155607	-0.001377992	0.004563173	down
YEL043W	0.00159268	0.001412251	0.013243386	0.000250111	0.00094975	0.00223561	up
RPS8A	0.00159287	0.0015863	0.013610483	0.00025666	0.000933104	0.002252637	up
JNM1	0.001596277	0.070738506	0.080247412	0.000697372	-0.000196374	0.003388928	down
YPR050C	0.00159653	0.217317361	0.160202649	0.001131458	-0.001311974	0.004505035	up
YNL089C	0.001598075	0.040300107	0.05863449	0.000581074	0.000104378	0.003091772	up
UFD2	0.001598405	0.015566169	0.036081368	0.000444174	0.00045662	0.00274019	up
YEL014C	0.001598597	0.053067143	0.067882949	0.000633947	-3.10E-05	0.003228208	down
VPS35	0.001599686	0.036463641	0.055250085	0.000564281	0.000149157	0.003050215	down
STE14	0.00160065	0.041675132	0.059618847	0.00058804	8.90E-05	0.003112255	down
SIZ1	0.001602057	0.006930294	0.023922897	0.000362944	0.000669078	0.002535035	down
YJL211C	0.001604877	0.045330584	0.062130695	0.000605213	4.91E-05	0.003160627	up
YLR232W	0.001605647	0.007013654	0.023932527	0.000364816	0.000667858	0.002543436	up
CSN9	0.001606992	0.000893964	0.010624064	0.000228319	0.00102008	0.002193905	down
COX5A	0.001607583	0.001442377	0.013320827	0.000253631	0.000955604	0.002259562	down
YMR003W	0.001607592	0.299545926	0.197121841	0.001389466	-0.001964145	0.005179328	up
CBP6	0.001609102	0.001669215	0.013828841	0.000262227	0.000935025	0.002283179	up
YMR244C-A	0.001609715	0.016156234	0.036802508	0.000451736	0.000448491	0.002770938	up
OPI6	0.001613554	0.001623001	0.013656149	0.000261317	0.000941818	0.002285291	up
IML3	0.001614496	0.270808988	0.184878393	0.001304536	-0.00173892	0.004967911	up
PSP2	0.001614514	0.008487584	0.026243274	0.000384386	0.000626418	0.00260261	up
CSE2	0.001615885	0.142761926	0.122373843	0.000929882	-0.000774454	0.004006223	up
SBE22	0.001617756	0.390937596	0.233293091	0.001723231	-0.002811949	0.006047462	up
MSN4	0.001618425	0.055015875	0.069418093	0.000649409	-5.09E-05	0.003287783	down
COG6	0.001618558	0.00069656	0.009631984	0.000217884	0.00105847	0.002178647	down
KCS1	0.001620593	0.452356789	0.256685684	0.001989518	-0.003493624	0.006734811	down
CSH1	0.001624115	0.711672699	0.337138001	0.004150225	-0.009044378	0.012292609	down
DNF3	0.001624184	0.007687882	0.025151035	0.000377386	0.000654082	0.002594286	up
YNL050C	0.001624781	0.160509451	0.131851608	0.000986609	-0.000911377	0.004160939	up
PHO91	0.001625205	0.037401245	0.055978177	0.000577681	0.00014023	0.003110181	up
YIL029C	0.001628833	0.587648371	0.300639661	0.002812836	-0.005601792	0.008859457	down
MNE1	0.001630359	0.03679105	0.055566834	0.000576647	0.000148039	0.003112678	up
PML39	0.001631214	0.022925818	0.043780944	0.000503318	0.000337393	0.002925034	up
GET3	0.001632011	0.007979049	0.025395699	0.00038268	0.000648302	0.00261572	down
PHA2	0.001633596	0.517339287	0.278923066	0.002346492	-0.004398254	0.007665447	up
COX5A	0.001634904	0.020927689	0.041513108	0.000491923	0.000370377	0.002899431	up
BNI1	0.001636965	0.087544961	0.090893675	0.000772283	-0.000348251	0.003622181	down
YNL213C	0.001638905	0.781962324	0.357637779	0.005611304	-0.012785412	0.016063222	down
SAC7	0.001639615	0.034364575	0.053156128	0.000568215	0.000178972	0.003100258	down
ATE1	0.001640571	0.551575178	0.289916721	0.002571643	-0.004970047	0.008251189	up
SHE9	0.001641764	0.015247789	0.035642827	0.000453747	0.00047537	0.002808159	down
MIS1	0.001647398	0.001570577	0.013610483	0.00026486	0.000966553	0.002328243	up
HDA3	0.001648258	0.001993651	0.014472897	0.000279478	0.000929837	0.002366679	down
FTH1	0.001649776	0.079318039	0.085536427	0.000750665	-0.000279869	0.003579421	down
ECM25	0.001653781	0.289108668	0.192246069	0.001395084	-0.001932397	0.005239958	up
TSR2	0.001654028	0.091387874	0.093381864	0.000793001	-0.000384445	0.003692501	up
NTH1	0.001655473	0.004050618	0.018658411	0.000330071	0.000806999	0.002503946	up
CLG1	0.001657234	0.016384161	0.036920409	0.000466801	0.000457284	0.002857185	down
TGL1	0.001657953	0.562916845	0.293197234	0.002677662	-0.005225195	0.008541101	down
VAC7	0.001658814	0.11382783	0.106009311	0.000866757	-0.000569257	0.003886884	up
ERG4	0.001661328	0.155196858	0.129276981	0.000993057	-0.000891406	0.004214063	up
YBL065W	0.001663786	0.458961207	0.258914736	0.002074567	-0.003669058	0.00699663	up
EMI5	0.001664244	0.253637554	0.177854162	0.001290576	-0.001653287	0.004981774	down
NUT1	0.001667599	0.001996304	0.014472897	0.000282842	0.000940532	0.002394667	up
ECM17	0.00166761	0.027577489	0.047601568	0.000542039	0.000274256	0.003060965	up
NKP2	0.001668336	0.421671771	0.245606888	0.001906945	-0.003233623	0.006570294	up
GSH2	0.001668399	0.457496179	0.258508374	0.002073138	-0.003660773	0.00699757	up
POA1	0.001668486	2.64E-05	0.003539363	0.000113554	0.001376586	0.001960387	down
CUL3	0.001672542	0.005803402	0.022480981	0.000363044	0.000739307	0.002605778	up
FYV8	0.001672768	0.007933747	0.025337402	0.000391688	0.000665902	0.002679635	up
YBR226C	0.001674933	0.028780571	0.048819102	0.000551129	0.00025821	0.003091656	down
CDC73	0.001675177	0.008482683	0.026243274	0.000398772	0.000650101	0.002700253	down
FTH1	0.001675802	0.112235466	0.105310514	0.000870636	-0.000562238	0.003913842	up
ICY2	0.001677502	0.018887314	0.03959326	0.000490843	0.00041575	0.002939253	up
DCC1	0.001677817	0.03183299	0.051004779	0.000568477	0.000216499	0.003139135	up
MAK31	0.00167955	0.196198007	0.150298024	0.00112658	-0.001216417	0.004575517	down
YET1	0.00167992	0.185746341	0.145095551	0.001095522	-0.001136209	0.004496048	down
ARP6	0.001681459	0.002947302	0.016183765	0.000311503	0.000880715	0.002482204	up
DLT1	0.001683324	0.108214714	0.103173425	0.000861794	-0.000531986	0.003898635	down
QCR2	0.001683862	0.029665619	0.049461279	0.000558932	0.000247081	0.003120644	up
ALG9	0.001683915	0.073543654	0.081718343	0.000745784	-0.000233182	0.003601013	down
CSE2	0.001685293	0.060513511	0.073093055	0.000697937	-0.000108811	0.003479397	down
GTR1	0.001686927	0.001080245	0.011277133	0.000249764	0.001044888	0.002328967	down
YOR271C	0.001690733	0.024539437	0.045341322	0.000531684	0.000323995	0.003057471	up
BRE2	0.001692458	0.032924145	0.052071837	0.000579145	0.000203719	0.003181196	up
PUB1	0.00169771	0.101300639	0.099560783	0.00084677	-0.000478983	0.003874402	down
YPL261C	0.001703834	0.002371513	0.015054641	0.000300418	0.000931585	0.002476083	up
HSV2	0.001705947	0.003010177	0.016239885	0.000317571	0.000889604	0.00252229	up
ROD1	0.001705955	0.38031177	0.229243111	0.001773666	-0.002853399	0.006265309	up
YPL105C	0.001706936	0.002820905	0.016183765	0.00031307	0.000902164	0.002511709	down
SGA1	0.001711682	0.003067964	0.016366983	0.000320031	0.000889016	0.002534349	down
YMR010W	0.001712331	0.010605901	0.029403983	0.000431007	0.000604392	0.002820269	up
ECM30	0.001715192	0.090969483	0.093152912	0.000820903	-0.000395006	0.00382539	up
YGL101W	0.001717594	0.513322044	0.277473268	0.002442577	-0.004561251	0.007996439	up
SHS1	0.001717859	0.000282912	0.006375193	0.000190906	0.001227119	0.002208599	down
MRPL32	0.001718129	0.27436806	0.186135202	0.001400026	-0.001880751	0.00531701	up
ECM2	0.001719275	0.000167936	0.006073812	0.000171292	0.001278956	0.002159594	down
YHL005C	0.00172684	0.036345479	0.055185895	0.00060854	0.000162538	0.003291143	down
